100_LitersPerDay_[Liters/h/15Minutes]	200LitersPerDay_[Liters/h/15Minutes]	300LitersPerDay_[Liters/h/15Minutes]
13.6	0	13.6
0	0	0
196.8	0	196.8
4.8	0	4.8
17.6	0	17.6
0	0	0
0	0	0
0	36	36
32	1.6	33.6
0	25.6	25.6
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
8	0	8
0	6.4	6.4
30.4	0	30.4
0	0	0
0	2.4	2.4
0	0	0
0	0	0
1.6	0	1.6
0	0	0
0	32.8	32.8
0	0	0
0	1.6	1.6
0	0	0
0	0	0
32.8	0	32.8
0	0	0
0	27.2	27.2
0	27.2	27.2
0	0	0
0	0	0
0	0	0
44	0	44
176	0	176
0	7.2	7.2
0	575.2	575.2
0	8.8	8.8
45.6	25.6	71.2
0	0	0
0	18.4	18.4
24.8	10.4	35.2
0	20	20
0	160	160
0	28.8	28.8
0	19.2	19.2
0	22.4	22.4
0	3.2	3.2
0	0	0
35.2	0	35.2
0	0	0
0	0	0
0	0	0
28	0	28
0	0	0
0	0	0
0	29.6	29.6
0	0	0
0	0	0
0	0	0
0	0	0
0	5.6	5.6
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	4.8	4.8
1.6	0	1.6
0	4	4
0	0	0
6.4	0	6.4
27.2	14.4	41.6
2.4	0	2.4
0	0	0
176	0	176
27.2	0	27.2
0	16.8	16.8
60.8	41.6	102.4
91.2	164	255.2
0	0	0
0	12.8	12.8
0	0	0
0	26.4	26.4
0	0	0
0	0	0
0	1.6	1.6
0	0	0
0	0	0
0	0	0
27.2	0	27.2
0	0	0
23.2	8.8	32
0	0	0
0	8	8
5.6	14.4	20
20.8	0	20.8
2.4	0	2.4
0	0	0
0	0	0
0	3.2	3.2
0	5.6	5.6
0	24	24
26.4	0	26.4
0	168	168
4.8	0	4.8
0	17.6	17.6
0	0	0
16.8	0	16.8
28.8	0	28.8
0	0	0
0	0	0
0	0	0
12.8	36.8	49.6
0	0	0
0	0	0
0	208	208
4.8	0	4.8
0	0	0
0	191.2	191.2
0	27.2	27.2
0	16.8	16.8
0	56.8	56.8
12	511.2	523.2
0	0	0
8.8	0	8.8
0	0	0
0	0	0
24	5.6	29.6
0	0	0
0	7.2	7.2
0	1.6	1.6
164	34.4	198.4
0	0	0
0	0	0
0	5.6	5.6
0	0	0
0	0	0
0	0	0
0	0	0
0	22.4	22.4
0	0	0
0	4	4
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	7.2	7.2
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
4	17.6	21.6
3.2	30.4	33.6
0	4	4
0	3.2	3.2
2.4	0	2.4
0	18.4	18.4
9.6	32.8	42.4
0	14.4	14.4
176	12	188
176	0	176
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	132	132
0	0	0
0	0	0
0	0	0
0	29.6	29.6
0	0	0
0	0	0
0	0	0
0	116	116
0	0	0
8.8	0	8.8
0	8.8	8.8
20	0	20
0	0	0
0	156	156
0	0	0
0	0	0
0	0	0
25.6	4.8	30.4
0	0	0
0	26.4	26.4
1.6	0	1.6
0	0	0
0	16.8	16.8
0	0	0
0	4.8	4.8
0	0	0
0	14.4	14.4
0	4	4
0	0	0
0	8	8
0	0	0
0	0	0
0	1.6	1.6
0	0	0
0	0	0
0	0	0
32	0	32
0	0	0
0	20.8	20.8
0	0	0
6.4	0	6.4
0	0	0
0	17.6	17.6
0	7.2	7.2
0	0	0
23.2	0	23.2
0	0	0
21.6	0	21.6
0	0	0
0	13.6	13.6
0	0	0
0	15.2	15.2
0	38.4	38.4
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	40	40
0	14.4	14.4
0	0	0
0	152	152
0	0	0
0	0	0
0	4.8	4.8
0	141.6	141.6
0	0	0
0	188.8	188.8
0	92	92
0	0	0
0	0	0
0	7.2	7.2
0	0	0
0	0	0
5.6	12.8	18.4
188	5.6	193.6
0	29.6	29.6
0	0	0
0	0	0
0	0	0
0	6.4	6.4
0	0	0
11.2	4	15.2
1.6	0	1.6
0	9.6	9.6
0	0	0
18.4	0	18.4
0	4.8	4.8
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	24	24
0	0	0
0	10.4	10.4
0	0	0
0	12	12
4	0	4
0	4	4
26.4	4.8	31.2
0	28	28
20	0	20
0	0	0
0	0	0
0	0	0
4.8	0	4.8
0	2.4	2.4
0	0	0
0	24	24
0	2.4	2.4
0	156	156
0	0	0
8.8	312	320.8
0	208	208
0	0	0
0	6.4	6.4
0	0	0
0	0	0
4.8	4.8	9.6
0	0	0
5.6	0	5.6
0	11.2	11.2
0	5.6	5.6
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
4.8	0	4.8
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	24.8	24.8
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	25.6	25.6
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
1.6	0	1.6
0	0	0
0	0	0
0	0	0
3.2	0	3.2
0	0	0
0	19.2	19.2
0	0	0
0	0	0
0	24.8	24.8
26.4	22.4	48.8
15.2	59.2	74.4
0	88.8	88.8
0	0	0
0	0	0
0	0	0
0	59.2	59.2
0	0	0
0	0	0
8.8	0	8.8
28.8	0	28.8
0	0	0
26.4	0	26.4
0	7.2	7.2
28	0	28
0	0	0
0	0	0
0	6.4	6.4
0	12.8	12.8
4.8	0	4.8
0	0	0
23.2	0	23.2
30.4	17.6	48
0	0	0
0	0	0
0	0	0
0	48	48
0	136	136
0	0	0
0	8.8	8.8
0	6.4	6.4
26.4	1.6	28
0	0	0
8.8	4	12.8
0	0	0
0	0	0
0	10.4	10.4
0	0	0
2.4	1.6	4
0	7.2	7.2
0	0	0
0	0	0
0	5.6	5.6
0	16	16
0	0	0
0	0	0
0	0	0
0	5.6	5.6
0	0	0
0	1.6	1.6
0	0	0
0	0	0
0	8	8
0	24.8	24.8
0	0	0
26.4	12	38.4
0	28.8	28.8
0	0	0
0	20.8	20.8
0	0	0
0	0	0
2.4	0	2.4
0	0	0
0	0	0
0	0	0
0	4.8	4.8
0	0	0
0	7.2	7.2
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
10.4	0	10.4
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	29.6	29.6
0	181.6	181.6
0	0	0
0	0	0
21.6	216	237.6
21.6	14.4	36
0	0	0
0	0	0
24	0	24
0	0	0
0	4.8	4.8
0	27.2	27.2
9.6	337.6	347.2
0	0	0
0	22.4	22.4
0	0	0
0	0	0
0	0	0
0	0	0
10.4	64.8	75.2
0	0	0
0	0	0
0	59.2	59.2
0	137.6	137.6
0	0	0
0	2.4	2.4
0	10.4	10.4
0	0	0
30.4	0	30.4
0	6.4	6.4
0	0	0
0	39.2	39.2
0	1.6	1.6
2.4	28.8	31.2
0	2.4	2.4
0	0	0
0	3.2	3.2
0	0	0
0	4	4
0	0	0
4.8	0	4.8
0	1.6	1.6
0	8.8	8.8
0	0	0
0	0	0
0	29.6	29.6
0	0	0
4.8	12.8	17.6
0	140.8	140.8
0	480	480
0	0	0
0	6.4	6.4
0	9.6	9.6
0	22.4	22.4
188	0	188
0	0	0
0	5.6	5.6
0	32	32
0	0	0
0	31.2	31.2
0	0	0
0	4	4
0	0	0
0	6.4	6.4
0	0	0
3.2	13.6	16.8
0	0	0
2.4	0	2.4
0	8.8	8.8
0	2.4	2.4
0	0	0
25.6	0	25.6
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	2.4	2.4
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
136	0	136
0	0	0
2.4	1.6	4
0	0	0
0	0	0
0	172	172
0	3.2	3.2
17.6	0	17.6
11.2	0	11.2
0	160	160
0	5.6	5.6
0	22.4	22.4
0	64.8	64.8
0	60	60
8	0	8
0	0	0
0	0	0
0	0	0
0	0	0
0	26.4	26.4
21.6	0	21.6
0	5.6	5.6
0	4.8	4.8
0	0	0
27.2	0	27.2
0	30.4	30.4
0	0	0
0	2.4	2.4
0	0	0
0	35.2	35.2
0	0	0
0	0	0
20.8	0	20.8
0	0	0
11.2	11.2	22.4
0	3.2	3.2
0	0	0
0	0	0
0	0	0
4.8	6.4	11.2
0	0	0
28	0	28
0	0	0
0	0	0
20	29.6	49.6
0	0	0
0	0	0
0	6.4	6.4
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
20	0	20
0	0	0
0	0	0
0	24.8	24.8
0	0	0
4	0	4
0	0	0
0	0	0
0	9.6	9.6
2.4	0	2.4
0	0	0
0	50.4	50.4
4.8	0	4.8
0	1.6	1.6
0	0	0
0	0	0
0	9.6	9.6
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	30.4	30.4
0	152	152
0	0	0
0	31.2	31.2
0	3.2	3.2
7.2	208	215.2
0	14.4	14.4
0	16	16
0	40	40
0	0	0
0	0	0
0	0	0
0	0	0
4	0	4
0	0	0
0	0	0
0	0	0
14.4	0	14.4
3.2	0	3.2
4.8	0	4.8
7.2	0	7.2
0	0	0
16.8	0	16.8
0	0	0
0	0	0
0	8	8
0	0	0
0	0	0
0	0	0
0	4.8	4.8
0	0	0
0	0	0
0	0	0
0	3.2	3.2
0	29.6	29.6
0	0	0
0	0	0
36.8	50.4	87.2
0	6.4	6.4
0	5.6	5.6
0	0	0
29.6	0	29.6
0	2.4	2.4
0	8.8	8.8
0	0	0
0	43.2	43.2
4.8	0	4.8
0	0	0
0	0	0
0	168	168
0	0	0
14.4	0	14.4
13.6	0	13.6
0	21.6	21.6
0	0	0
4	38.4	42.4
0	2.4	2.4
0	0	0
0	0	0
10.4	0	10.4
0	0	0
1.6	0	1.6
29.6	4	33.6
14.4	0	14.4
25.6	0	25.6
27.2	8	35.2
0	0	0
0	27.2	27.2
0	0	0
0	0	0
0	50.4	50.4
49.6	0	49.6
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	196	196
0	0	0
0	1.6	1.6
0	0	0
0	24.8	24.8
0	132	132
0	0	0
20	0	20
0	160	160
0	1.6	1.6
0	0	0
0	0	0
0	0	0
1.6	30.4	32
0	0	0
0	0	0
0	0	0
0	0	0
0	3.2	3.2
0	0	0
25.6	21.6	47.2
0	0	0
6.4	0	6.4
0	0	0
0	0	0
0	8.8	8.8
0	0	0
0	29.6	29.6
0	92	92
30.4	0	30.4
0	0	0
5.6	16.8	22.4
0	17.6	17.6
0	0	0
4.8	3.2	8
0	0	0
0	0	0
0	19.2	19.2
21.6	0	21.6
27.2	0	27.2
0	0	0
0	4.8	4.8
2.4	3.2	5.6
0	0	0
0	37.6	37.6
0	0	0
0	0	0
1.6	33.6	35.2
21.6	2.4	24
0	0	0
0	0	0
0	0	0
0	23.2	23.2
0	0	0
0	29.6	29.6
0	0	0
4.8	0	4.8
0	0	0
0	0	0
0	0	0
0	0	0
11.2	0	11.2
2.4	0	2.4
0	0	0
0	0	0
0	0	0
0	12	12
0	120	120
0	80	80
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
10.4	0	10.4
0	0	0
0	15.2	15.2
6.4	0	6.4
0	6.4	6.4
0	8.8	8.8
0	5.6	5.6
0	306.4	306.4
104	27.2	131.2
59.2	196	255.2
0	0	0
5.6	0	5.6
0	31.2	31.2
14.4	0	14.4
0	15.2	15.2
0	0	0
0	0	0
0	0	0
7.2	0	7.2
0	2.4	2.4
0	26.4	26.4
12.8	0	12.8
17.6	10.4	28
0	6.4	6.4
12	0	12
0	12	12
0	0	0
0	0	0
0	0	0
0	8	8
0	80	80
0	2.4	2.4
26.4	27.2	53.6
0	0	0
0	0	0
0	0	0
172	0	172
0	0	0
0	26.4	26.4
0	0	0
0	73.6	73.6
0	110.4	110.4
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	30.4	30.4
8.8	2.4	11.2
0	0	0
0	4	4
0	26.4	26.4
5.6	0	5.6
0	0	0
0	112	112
0	70.4	70.4
0	0	0
8	26.4	34.4
4.8	0	4.8
0	187.2	187.2
0	0	0
0	0	0
28	45.6	73.6
0	0	0
0	0	0
0	0	0
0	32	32
0	2.4	2.4
0	13.6	13.6
3.2	63.2	66.4
0	2.4	2.4
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	24.8	24.8
0	8	8
2.4	32.8	35.2
0	0	0
0	0	0
0	8.8	8.8
4	0	4
0	14.4	14.4
0	0	0
23.2	0	23.2
0	0	0
0	0	0
0	26.4	26.4
0	0	0
0	0	0
3.2	0	3.2
0	0	0
0	52.8	52.8
0	8.8	8.8
5.6	96	101.6
0	64	64
0	0	0
0	13.6	13.6
0	7.2	7.2
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	16	16
7.2	11.2	18.4
0	0	0
0	6.4	6.4
0	0	0
0	0	0
0	48	48
0	23.2	23.2
0	0	0
0	0	0
0	0	0
8.8	0	8.8
0	8.8	8.8
0	0	0
0	0	0
0	1.6	1.6
20.8	0	20.8
0	0	0
0	0	0
11.2	0	11.2
0	0	0
0	8	8
0	0	0
0	1.6	1.6
4	0	4
0	0	0
0	0	0
5.6	0	5.6
0	0	0
0	0	0
0	25.6	25.6
0	16.8	16.8
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	6.4	6.4
0	0	0
0	0	0
35.2	19.2	54.4
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	148	148
0	0	0
0	0	0
0	23.2	23.2
0	24	24
0	0	0
0	0	0
29.6	148	177.6
52.8	2.4	55.2
247.2	0	247.2
16	124.8	140.8
0	60.8	60.8
0	0	0
0	2.4	2.4
7.2	0	7.2
0	0	0
0	0	0
0	0	0
0	4.8	4.8
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	8	8
0	0	0
0	7.2	7.2
0	6.4	6.4
0	26.4	26.4
0	0	0
0	0	0
8	0	8
0	4	4
10.4	5.6	16
0	0	0
31.2	0	31.2
0	39.2	39.2
0	0	0
4	0	4
30.4	29.6	60
0	0	0
0	0	0
8.8	0	8.8
1.6	0	1.6
2.4	0	2.4
10.4	0	10.4
12.8	0	12.8
0	0	0
0	0	0
0	0	0
6.4	0	6.4
0	32	32
0	0	0
24	0	24
0	0	0
18.4	116	134.4
0	45.6	45.6
19.2	0	19.2
0	26.4	26.4
0	0	0
0	7.2	7.2
24.8	0	24.8
25.6	0	25.6
0	0	0
0	0	0
0	6.4	6.4
0	0	0
0	23.2	23.2
0	0	0
0	0	0
0	32.8	32.8
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	8	8
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	7.2	7.2
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	124	124
0	29.6	29.6
0	27.2	27.2
0	204	204
0	0	0
0	9.6	9.6
0	0	0
4.8	0	4.8
0	0	0
20	6.4	26.4
0	120	120
0	25.6	25.6
26.4	25.6	52
0	0	0
0	0	0
0	3.2	3.2
0	6.4	6.4
0	27.2	27.2
0	11.2	11.2
0	4.8	4.8
0	0	0
0	0	0
8	0	8
0	38.4	38.4
24	0	24
0	8	8
21.6	0	21.6
0	0	0
0	11.2	11.2
17.6	0	17.6
10.4	0	10.4
0	0	0
4	3.2	7.2
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
5.6	0	5.6
0	23.2	23.2
0	16	16
19.2	0	19.2
0	22.4	22.4
0	0	0
0	0	0
0	18.4	18.4
0	0	0
0	0	0
0	5.6	5.6
29.6	0	29.6
0	21.6	21.6
1.6	0	1.6
0	0	0
0	0	0
0	0	0
0	0	0
3.2	0	3.2
0	26.4	26.4
0	0	0
0	8.8	8.8
0	0	0
0	0	0
24	5.6	29.6
0	0	0
0	2.4	2.4
13.6	0	13.6
23.2	0	23.2
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	8.8	8.8
0	0	0
0	0	0
0	0	0
0	3.2	3.2
0	0	0
0	2.4	2.4
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	16.8	16.8
0	3.2	3.2
0	0	0
1.6	0	1.6
13.6	1.6	15.2
0	0	0
0	21.6	21.6
0	0	0
18.4	4	22.4
0	16	16
6.4	4.8	11.2
3.2	0	3.2
2.4	1.6	4
0	0	0
25.6	25.6	51.2
2.4	0	2.4
0	0	0
0	0	0
0	0	0
4	0	4
1.6	8	9.6
0	0	0
0	0	0
0	8.8	8.8
39.2	0	39.2
0	0	0
0	4.8	4.8
12	15.2	27.2
0	0	0
0	0	0
0	12.8	12.8
0	9.6	9.6
0	0	0
27.2	0	27.2
2.4	18.4	20.8
0	0	0
3.2	14.4	17.6
1.6	0	1.6
0	7.2	7.2
0	1.6	1.6
0	0	0
0	24.8	24.8
0	0	0
19.2	0	19.2
0	0	0
0	0	0
0	20.8	20.8
4	0	4
0	31.2	31.2
0	1.6	1.6
25.6	8	33.6
0	0	0
13.6	0	13.6
0	0	0
0	54.4	54.4
0	0	0
0	0	0
29.6	28	57.6
0	0	0
0	0	0
0	0	0
0	34.4	34.4
0	4	4
0	0	0
0	0	0
0	0	0
0	0	0
2.4	0	2.4
0	0	0
0	2.4	2.4
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	22.4	22.4
0	5.6	5.6
5.6	0	5.6
0	0	0
0	0	0
32	0	32
0	26.4	26.4
28	0	28
0	247.2	247.2
0	0	0
0	0	0
0	0	0
0	20.8	20.8
11.2	0	11.2
0	0	0
49.6	7.2	56.8
0	30.4	30.4
0	0	0
0	24	24
0	40	40
0	0	0
0	0	0
0	0	0
11.2	0	11.2
22.4	4.8	27.2
0	19.2	19.2
0	0	0
0	0	0
0	35.2	35.2
18.4	0	18.4
0	0	0
0	6.4	6.4
0	0	0
0	0	0
0	0	0
8	5.6	13.6
0	0	0
0	4	4
0	0	0
0	0	0
0	4.8	4.8
0	14.4	14.4
24	0	24
24	4.8	28.8
0	8.8	8.8
0	0	0
5.6	24	29.6
0	20.8	20.8
0	0	0
0	0	0
0	36.8	36.8
0	0	0
0	17.6	17.6
8	5.6	13.6
0	12.8	12.8
0	0	0
0	0	0
0	0	0
0	0	0
0	16.8	16.8
17.6	0	17.6
4.8	0	4.8
0	0	0
8	25.6	33.6
0	30.4	30.4
0	0	0
0	0	0
0	0	0
0	13.6	13.6
0	0	0
0	0	0
0	4	4
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	4	4
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
12	0	12
10.4	0	10.4
0	0	0
0	0	0
7.2	24	31.2
53.6	9.6	63.2
24.8	2.4	27.2
0	0	0
0	0	0
0	2.4	2.4
0	7.2	7.2
0	0	0
0	12.8	12.8
0	4	4
1.6	41.6	43.2
0	8	8
0	16	16
7.2	21.6	28.8
0	15.2	15.2
0	0	0
4	0	4
0	0	0
0	27.2	27.2
0	0	0
0	24.8	24.8
0	12.8	12.8
0	4	4
48	0	48
0	0	0
0	0	0
7.2	21.6	28.8
0	8	8
2.4	19.2	21.6
0	23.2	23.2
0	5.6	5.6
12	4	16
0	20.8	20.8
0	156	156
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	20	20
0	25.6	25.6
0	24	24
0	0	0
40	12.8	52.8
24.8	0	24.8
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	1.6	1.6
31.2	13.6	44.8
0	0	0
0	0	0
0	0	0
0	0	0
0	16	16
0	0	0
0	22.4	22.4
0	0	0
0	0	0
32	0	32
0	7.2	7.2
0	6.4	6.4
0	38.4	38.4
24	0	24
0	0	0
0	4	4
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	30.4	30.4
0	116	116
0	0	0
0	0	0
30.4	0	30.4
0	28.8	28.8
0	0	0
0	13.6	13.6
0	0	0
0	0	0
0	0	0
0	8	8
0	4	4
0	0	0
0	0	0
0	0	0
0	158.4	158.4
0	0	0
0	0	0
0	0	0
3.2	21.6	24.8
0	31.2	31.2
0	8	8
0	0	0
0	0	0
0	0	0
5.6	0	5.6
12.8	0	12.8
36	0	36
0	0	0
0	26.4	26.4
0	0	0
0	0	0
0	52.8	52.8
12	0	12
1.6	3.2	4.8
0	0	0
0	0	0
0	0	0
0	0	0
0	5.6	5.6
0	0	0
0	0	0
0	6.4	6.4
0	29.6	29.6
0	29.6	29.6
0	4	4
0	0	0
6.4	0	6.4
0	7.2	7.2
0	24.8	24.8
12.8	0	12.8
0	5.6	5.6
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
10.4	0	10.4
0	3.2	3.2
0	0	0
0	0	0
0	0	0
20.8	1.6	22.4
0	0	0
0	8	8
3.2	45.6	48.8
0	24.8	24.8
0	11.2	11.2
0	0	0
0	16	16
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	13.6	13.6
0	0	0
0	0	0
0	5.6	5.6
0	0	0
0	0	0
4.8	1.6	6.4
11.2	58.4	69.6
0	172	172
0	0	0
0	0	0
2.4	0	2.4
0	0	0
0	3.2	3.2
12.8	53.6	66.4
168	2.4	170.4
0	15.2	15.2
0	3.2	3.2
0	0	0
0	3.2	3.2
6.4	20	26.4
0	0	0
0	4.8	4.8
0	9.6	9.6
0	28	28
0	0	0
5.6	0	5.6
0	0	0
0	25.6	25.6
0	0	0
0	0	0
0	0	0
6.4	0	6.4
0	16	16
0	23.2	23.2
0	43.2	43.2
0	0	0
0	7.2	7.2
0	9.6	9.6
0	0	0
0	24	24
1.6	14.4	16
0	0	0
22.4	8.8	31.2
0	3.2	3.2
0	0	0
0	0	0
0	4.8	4.8
0	15.2	15.2
0	0	0
0	0	0
21.6	0	21.6
0	0	0
0	0	0
34.4	0	34.4
0	0	0
0	40.8	40.8
0	0	0
0	0	0
3.2	3.2	6.4
28	7.2	35.2
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	4	4
0	8.8	8.8
0	0	0
0	24.8	24.8
0	24.8	24.8
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	5.6	5.6
6.4	0	6.4
0	3.2	3.2
0	7.2	7.2
0	0	0
0	0	0
0	0	0
15.2	140	155.2
0	0	0
0	35.2	35.2
26.4	6.4	32.8
0	0	0
2.4	0	2.4
0	0	0
0	132	132
0	24	24
22.4	24	46.4
0	19.2	19.2
0	0	0
0	0	0
0	7.2	7.2
0	9.6	9.6
24	6.4	30.4
0	20.8	20.8
0	0	0
0	0	0
0	56	56
0	0	0
0	0	0
24	0	24
14.4	6.4	20.8
0	9.6	9.6
4	20	24
0	0	0
0	24.8	24.8
0	4.8	4.8
0	8	8
21.6	0	21.6
0	0	0
5.6	12.8	18.4
0	0	0
0	0	0
0	28	28
0	19.2	19.2
0	4	4
0	0	0
0	25.6	25.6
25.6	0	25.6
0	0	0
0	0	0
0	0	0
0	0	0
0	20.8	20.8
22.4	0	22.4
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	156	156
0	3.2	3.2
0	0	0
0	0	0
0	0	0
0	0	0
16	74.4	90.4
10.4	21.6	32
0	0	0
0	0	0
1.6	0	1.6
0	6.4	6.4
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
2.4	0	2.4
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	8	8
0	0	0
0	0	0
5.6	5.6	11.2
24	35.2	59.2
0	0	0
0	4	4
0	0	0
121.6	6.4	128
0	118.4	118.4
0	28	28
0	0	0
0	0	0
0	19.2	19.2
0	0	0
0	12.8	12.8
0	0	0
19.2	0	19.2
12	23.2	35.2
0	0	0
0	0	0
0	1.6	1.6
0	0	0
0	0	0
0	0	0
0	5.6	5.6
0	26.4	26.4
0	8.8	8.8
0	0	0
16	0	16
32	32.8	64.8
13.6	0	13.6
0	0	0
0	0	0
45.6	0	45.6
0	0	0
0	0	0
4	24.8	28.8
0	4	4
0	2.4	2.4
33.6	5.6	39.2
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	6.4	6.4
0	0	0
0	0	0
1.6	0	1.6
2.4	0	2.4
0	0	0
0	0	0
0	0	0
7.2	0	7.2
0	200	200
0	49.6	49.6
0	0	0
0	0	0
0	0	0
28.8	0	28.8
0	0	0
0	0	0
0	0	0
17.6	32.8	50.4
0	2.4	2.4
0	0	0
0	4	4
